Bournemouth,Aston Villa,-1
Chelsea,Swansea,0
Everton,Watford,0
Leicester,Sunderland,1
Man United,Tottenham,1
Norwich,Crystal Palace,-1
Arsenal,West Ham,-1
Newcastle,Southampton,0
Stoke,Liverpool,-1
West Brom,Man City,-1
Aston Villa,Man United,-1
Southampton,Everton,-1
Sunderland,Norwich,-1
Swansea,Newcastle,1
Tottenham,Stoke,0
Watford,West Brom,0
West Ham,Leicester,-1
Crystal Palace,Arsenal,-1
Man City,Chelsea,1
Liverpool,Bournemouth,1
Crystal Palace,Aston Villa,1
Leicester,Tottenham,0
Man United,Newcastle,0
Norwich,Stoke,0
Sunderland,Swansea,0
West Ham,Bournemouth,-1
Everton,Man City,-1
Watford,Southampton,0
West Brom,Chelsea,-1
Arsenal,Liverpool,0
Aston Villa,Sunderland,0
Bournemouth,Leicester,0
Chelsea,Crystal Palace,-1
Liverpool,West Ham,-1
Man City,Watford,1
Newcastle,Arsenal,-1
Stoke,West Brom,-1
Tottenham,Everton,0
Southampton,Norwich,1
Swansea,Man United,1
Arsenal,Stoke,1
Crystal Palace,Man City,-1
Everton,Chelsea,1
Man United,Liverpool,1
Norwich,Bournemouth,1
Watford,Swansea,1
West Brom,Southampton,0
Leicester,Aston Villa,1
Sunderland,Tottenham,-1
West Ham,Newcastle,1
Aston Villa,West Brom,-1
Bournemouth,Sunderland,1
Chelsea,Arsenal,1
Man City,West Ham,-1
Newcastle,Watford,-1
Stoke,Leicester,0
Swansea,Everton,0
Liverpool,Norwich,0
Southampton,Man United,-1
Tottenham,Crystal Palace,1
Leicester,Arsenal,-1
Liverpool,Aston Villa,1
Man United,Sunderland,1
Newcastle,Chelsea,0
Southampton,Swansea,1
Stoke,Bournemouth,1
Tottenham,Man City,1
West Ham,Norwich,0
Watford,Crystal Palace,-1
West Brom,Everton,-1
Aston Villa,Stoke,-1
Bournemouth,Watford,0
Chelsea,Southampton,-1
Crystal Palace,West Brom,1
Man City,Newcastle,1
Norwich,Leicester,-1
Sunderland,West Ham,0
Arsenal,Man United,1
Everton,Liverpool,0
Swansea,Tottenham,0
Chelsea,Aston Villa,1
Crystal Palace,West Ham,-1
Everton,Man United,-1
Man City,Bournemouth,1
Southampton,Leicester,0
Tottenham,Liverpool,0
Watford,Arsenal,-1
West Brom,Sunderland,1
Newcastle,Norwich,1
Swansea,Stoke,-1
Arsenal,Everton,1
Aston Villa,Swansea,-1
Leicester,Crystal Palace,1
Norwich,West Brom,-1
Stoke,Watford,-1
West Ham,Chelsea,1
Bournemouth,Tottenham,-1
Liverpool,Southampton,0
Man United,Man City,0
Sunderland,Newcastle,1
Chelsea,Liverpool,-1
Crystal Palace,Man United,0
Man City,Norwich,1
Newcastle,Stoke,0
Swansea,Arsenal,-1
Watford,West Ham,1
West Brom,Leicester,-1
Everton,Sunderland,1
Southampton,Bournemouth,1
Tottenham,Aston Villa,1
Bournemouth,Newcastle,-1
Leicester,Watford,1
Man United,West Brom,1
Norwich,Swansea,1
Stoke,Chelsea,1
Sunderland,Southampton,-1
West Ham,Everton,0
Arsenal,Tottenham,0
Aston Villa,Man City,0
Liverpool,Crystal Palace,-1
Chelsea,Norwich,1
Everton,Aston Villa,1
Man City,Liverpool,-1
Newcastle,Leicester,-1
Southampton,Stoke,-1
Swansea,Bournemouth,0
Watford,Man United,-1
West Brom,Arsenal,1
Tottenham,West Ham,1
Crystal Palace,Sunderland,-1
Aston Villa,Watford,-1
Bournemouth,Everton,0
Crystal Palace,Newcastle,1
Leicester,Man United,0
Man City,Southampton,1
Sunderland,Stoke,1
Liverpool,Swansea,1
Norwich,Arsenal,0
Tottenham,Chelsea,0
West Ham,West Brom,0
Arsenal,Sunderland,1
Chelsea,Bournemouth,-1
Man United,West Ham,0
Southampton,Aston Villa,0
Stoke,Man City,1
Swansea,Leicester,-1
Watford,Norwich,1
West Brom,Tottenham,0
Newcastle,Liverpool,1
Everton,Crystal Palace,0
Bournemouth,Man United,1
Crystal Palace,Southampton,1
Man City,Swansea,1
Norwich,Everton,0
Sunderland,Watford,-1
West Ham,Stoke,0
Aston Villa,Arsenal,-1
Liverpool,West Brom,0
Tottenham,Newcastle,-1
Leicester,Chelsea,1
Chelsea,Sunderland,1
Everton,Leicester,-1
Man United,Norwich,-1
Newcastle,Aston Villa,0
Southampton,Tottenham,-1
Stoke,Crystal Palace,-1
West Brom,Bournemouth,-1
Swansea,West Ham,0
Watford,Liverpool,1
Arsenal,Man City,1
Aston Villa,West Ham,0
Bournemouth,Crystal Palace,0
Chelsea,Watford,0
Liverpool,Leicester,1
Man City,Sunderland,1
Newcastle,Everton,-1
Southampton,Arsenal,1
Stoke,Man United,1
Swansea,West Brom,1
Tottenham,Norwich,1
Arsenal,Bournemouth,1
Crystal Palace,Swansea,0
Everton,Stoke,-1
Man United,Chelsea,0
Norwich,Aston Villa,1
Watford,Tottenham,-1
West Brom,Newcastle,1
West Ham,Southampton,1
Leicester,Man City,0
Sunderland,Liverpool,-1
Arsenal,Newcastle,1
Leicester,Bournemouth,0
Man United,Swansea,1
Norwich,Southampton,1
Sunderland,Aston Villa,1
Watford,Man City,-1
West Brom,Stoke,1
West Ham,Liverpool,1
Crystal Palace,Chelsea,-1
Everton,Tottenham,0
Aston Villa,Crystal Palace,1
Bournemouth,West Ham,-1
Newcastle,Man United,0
Chelsea,West Brom,0
Liverpool,Arsenal,0
Man City,Everton,0
Southampton,Watford,1
Stoke,Norwich,1
Swansea,Sunderland,-1
Tottenham,Leicester,-1
Aston Villa,Leicester,0
Bournemouth,Norwich,1
Chelsea,Everton,0
Man City,Crystal Palace,1
Newcastle,West Ham,1
Southampton,West Brom,1
Tottenham,Sunderland,1
Liverpool,Man United,-1
Stoke,Arsenal,0
Swansea,Watford,1
Crystal Palace,Tottenham,-1
Leicester,Stoke,1
Man United,Southampton,-1
Norwich,Liverpool,-1
Sunderland,Bournemouth,0
Watford,Newcastle,1
West Brom,Aston Villa,0
West Ham,Man City,0
Arsenal,Chelsea,-1
Everton,Swansea,-1
Arsenal,Southampton,0
Crystal Palace,Bournemouth,-1
Leicester,Liverpool,1
Man United,Stoke,1
Norwich,Tottenham,-1
Sunderland,Man City,-1
West Brom,Swansea,0
West Ham,Aston Villa,1
Everton,Newcastle,1
Watford,Chelsea,0
Aston Villa,Norwich,1
Liverpool,Sunderland,0
Man City,Leicester,-1
Newcastle,West Brom,1
Southampton,West Ham,1
Stoke,Everton,-1
Swansea,Crystal Palace,0
Tottenham,Watford,1
Bournemouth,Arsenal,-1
Chelsea,Man United,0
Bournemouth,Stoke,-1
Chelsea,Newcastle,1
Crystal Palace,Watford,-1
Everton,West Brom,-1
Norwich,West Ham,0
Sunderland,Man United,1
Swansea,Southampton,-1
Arsenal,Leicester,1
Aston Villa,Liverpool,-1
Man City,Tottenham,-1
Leicester,Norwich,1
Southampton,Chelsea,-1
Stoke,Aston Villa,1
Watford,Bournemouth,0
West Brom,Crystal Palace,1
West Ham,Sunderland,1
Tottenham,Swansea,1
Man United,Arsenal,1
Aston Villa,Everton,-1
Bournemouth,Southampton,1
Leicester,West Brom,0
Norwich,Chelsea,-1
Sunderland,Crystal Palace,0
Arsenal,Swansea,-1
Liverpool,Man City,1
Man United,Watford,1
Stoke,Newcastle,1
West Ham,Tottenham,1
Chelsea,Stoke,0
Everton,West Ham,-1
Man City,Aston Villa,1
Newcastle,Bournemouth,-1
Southampton,Sunderland,0
Swansea,Norwich,1
Tottenham,Arsenal,0
Watford,Leicester,-1
Crystal Palace,Liverpool,-1
West Brom,Man United,1
Bournemouth,Swansea,1
Norwich,Man City,0
Stoke,Southampton,-1
Aston Villa,Tottenham,-1
Leicester,Newcastle,1
Chelsea,West Ham,0
Crystal Palace,Leicester,-1
Everton,Arsenal,-1
Swansea,Aston Villa,1
Watford,Stoke,-1
West Brom,Norwich,-1
Man City,Man United,-1
Newcastle,Sunderland,0
Southampton,Liverpool,1
Tottenham,Bournemouth,1
Arsenal,Watford,1
Aston Villa,Chelsea,-1
Bournemouth,Man City,-1
Liverpool,Tottenham,0
Norwich,Newcastle,1
Stoke,Swansea,0
Sunderland,West Brom,0
West Ham,Crystal Palace,0
Leicester,Southampton,1
Man United,Everton,1
Aston Villa,Bournemouth,-1
Crystal Palace,Norwich,1
Man City,West Brom,1
Southampton,Newcastle,1
Swansea,Chelsea,1
Watford,Everton,0
West Ham,Arsenal,0
Liverpool,Stoke,1
Sunderland,Leicester,-1
Tottenham,Man United,1
Crystal Palace,Everton,0
Chelsea,Man City,-1
Everton,Southampton,0
Man United,Aston Villa,1
Newcastle,Swansea,1
Norwich,Sunderland,-1
West Brom,Watford,-1
Arsenal,Crystal Palace,0
Bournemouth,Liverpool,-1
Leicester,West Ham,0
Stoke,Tottenham,-1
Newcastle,Man City,0
Liverpool,Everton,1
Man United,Crystal Palace,1
West Ham,Watford,1
Arsenal,West Brom,1
Aston Villa,Southampton,-1
Bournemouth,Chelsea,-1
Liverpool,Newcastle,0
Man City,Stoke,1
Leicester,Swansea,1
Sunderland,Arsenal,0
Tottenham,West Brom,0
Arsenal,Norwich,1
Everton,Bournemouth,1
Newcastle,Crystal Palace,1
Stoke,Sunderland,0
Watford,Aston Villa,1
West Brom,West Ham,-1
Man United,Leicester,0
Southampton,Man City,1
Swansea,Liverpool,1
Chelsea,Tottenham,0
Aston Villa,Newcastle,0
Bournemouth,West Brom,0
Crystal Palace,Stoke,1
Leicester,Everton,1
Norwich,Man United,-1
Sunderland,Chelsea,1
West Ham,Swansea,-1
Liverpool,Watford,1
Man City,Arsenal,0
Tottenham,Southampton,-1
West Ham,Man United,1
Liverpool,Chelsea,0
Norwich,Watford,1
Sunderland,Everton,1
Arsenal,Aston Villa,1
Chelsea,Leicester,0
Everton,Norwich,1
Newcastle,Tottenham,1
Southampton,Crystal Palace,1
Stoke,West Ham,1
Swansea,Man City,0
Watford,Sunderland,0
West Brom,Liverpool,0
Man United,Bournemouth,1
