Houston Rockets,Los Angeles Lakers,108,90
Washington Wizards,Detroit Pistons,89,106
Golden State Warriors,Indiana Pacers,98,104
Boston Celtics,Los Angeles Lakers,111,118
Atlanta Hawks,Milwaukee Bucks,97,86
Cleveland Cavaliers,New York Knicks,101,83
Denver Nuggets,Oklahoma City Thunder,94,119
Philadelphia 76ers,Orlando Magic,98,103
Memphis Grizzlies,Portland Trail Blazers,98,92
Milwaukee Bucks,Chicago Bulls,71,87
Brooklyn Nets,Denver Nuggets,110,82
Minnesota Timberwolves,Houston Rockets,102,113
Memphis Grizzlies,Los Angeles Clippers,90,87
Philadelphia 76ers,Miami Heat,108,119
Toronto Raptors,New Orleans Pelicans,97,100
Boston Celtics,Phoenix Suns,115,110
San Antonio Spurs,Utah Jazz,81,90
Toronto Raptors,Dallas Mavericks,92,99
Cleveland Cavaliers,Detroit Pistons,102,93
Indiana Pacers,Oklahoma City Thunder,92,105
Golden State Warriors,Washington Wizards,114,107
Dallas Mavericks,Atlanta Hawks,87,104
New York Knicks,Boston Celtics,94,115
Charlotte Hornets,Chicago Bulls,98,86
Phoenix Suns,Denver Nuggets,110,96
Los Angeles Clippers,Houston Rockets,105,110
Philadelphia 76ers,Milwaukee Bucks,88,104
Washington Wizards,Minnesota Timberwolves,77,97
Brooklyn Nets,New Orleans Pelicans,96,102
Miami Heat,Orlando Magic,93,90
San Antonio Spurs,Portland Trail Blazers,95,111
Memphis Grizzlies,Sacramento Kings,90,102
Los Angeles Lakers,Utah Jazz,100,97
Golden State Warriors,Cleveland Cavaliers,99,110
Oklahoma City Thunder,Phoenix Suns,113,117
Orlando Magic,Atlanta Hawks,88,95
Charlotte Hornets,Boston Celtics,98,106
Minnesota Timberwolves,Chicago Bulls,89,96
Utah Jazz,Denver Nuggets,104,82
New York Knicks,Detroit Pistons,121,115
Brooklyn Nets,Houston Rockets,98,102
Cleveland Cavaliers,Indiana Pacers,86,93
Milwaukee Bucks,Los Angeles Lakers,93,101
Los Angeles Clippers,Memphis Grizzlies,97,79
Miami Heat,New Orleans Pelicans,102,104
Washington Wizards,Philadelphia 76ers,81,89
Oklahoma City Thunder,Portland Trail Blazers,112,115
San Antonio Spurs,Sacramento Kings,107,96
Golden State Warriors,Toronto Raptors,113,89
Brooklyn Nets,Dallas Mavericks,104,94
Atlanta Hawks,Miami Heat,93,91
Memphis Grizzlies,Minnesota Timberwolves,101,97
Toronto Raptors,New York Knicks,98,103
San Antonio Spurs,Phoenix Suns,101,74
Milwaukee Bucks,Utah Jazz,75,82
Detroit Pistons,Washington Wizards,95,99
Golden State Warriors,Boston Celtics,106,101
Los Angeles Clippers,Chicago Bulls,96,86
New Orleans Pelicans,Denver Nuggets,99,92
Cleveland Cavaliers,Houston Rockets,103,105
Philadelphia 76ers,Indiana Pacers,74,94
Oklahoma City Thunder,Los Angeles Lakers,108,101
Charlotte Hornets,Orlando Magic,98,83
Portland Trail Blazers,Sacramento Kings,110,99
Golden State Warriors,Brooklyn Nets,108,110
New Orleans Pelicans,Dallas Mavericks,93,102
Phoenix Suns,Miami Heat,98,115
Los Angeles Clippers,Minnesota Timberwolves,110,105
Toronto Raptors,Philadelphia 76ers,114,103
Houston Rockets,Atlanta Hawks,96,104
Washington Wizards,Chicago Bulls,92,97
Los Angeles Lakers,Charlotte Hornets,103,104
Boston Celtics,Cleveland Cavaliers,79,110
Milwaukee Bucks,Denver Nuggets,95,106
Utah Jazz,Memphis Grizzlies,93,82
Sacramento Kings,New York Knicks,124,86
Utah Jazz,Boston Celtics,84,85
Charlotte Hornets,Brooklyn Nets,115,91
Milwaukee Bucks,Golden State Warriors,93,102
Memphis Grizzlies,Houston Rockets,102,100
New York Knicks,Indiana Pacers,82,105
Portland Trail Blazers,Los Angeles Clippers,98,93
Los Angeles Lakers,Miami Heat,94,100
Denver Nuggets,Minnesota Timberwolves,100,85
Detroit Pistons,New Orleans Pelicans,85,88
Philadelphia 76ers,Oklahoma City Thunder,118,123
Phoenix Suns,Orlando Magic,105,100
Sacramento Kings,San Antonio Spurs,85,112
Cleveland Cavaliers,Toronto Raptors,120,112
Oklahoma City Thunder,Chicago Bulls,105,108
Dallas Mavericks,Portland Trail Blazers,75,94
Cleveland Cavaliers,Atlanta Hawks,97,106
Phoenix Suns,Brooklyn Nets,108,100
Toronto Raptors,Charlotte Hornets,94,103
Dallas Mavericks,Golden State Warriors,89,104
Detroit Pistons,Houston Rockets,93,103
Chicago Bulls,Indiana Pacers,84,98
Los Angeles Lakers,Memphis Grizzlies,90,97
Boston Celtics,New Orleans Pelicans,104,98
Sacramento Kings,Orlando Magic,114,119
Utah Jazz,Philadelphia 76ers,89,83
Denver Nuggets,San Antonio Spurs,111,120
Miami Heat,Washington Wizards,97,99
Phoenix Suns,Cleveland Cavaliers,79,89
Houston Rockets,Denver Nuggets,114,100
Sacramento Kings,Miami Heat,109,114
Washington Wizards,Milwaukee Bucks,85,91
Portland Trail Blazers,Minnesota Timberwolves,113,121
Memphis Grizzlies,New Orleans Pelicans,89,95
Indiana Pacers,New York Knicks,92,86
Atlanta Hawks,Philadelphia 76ers,84,92
Utah Jazz,Brooklyn Nets,95,88
Charlotte Hornets,Detroit Pistons,108,101
Los Angeles Clippers,Golden State Warriors,98,106
Dallas Mavericks,Los Angeles Lakers,100,93
Toronto Raptors,Oklahoma City Thunder,104,108
Boston Celtics,Orlando Magic,98,103
Chicago Bulls,San Antonio Spurs,105,116
Sacramento Kings,Atlanta Hawks,105,130
Memphis Grizzlies,Chicago Bulls,101,91
Washington Wizards,Charlotte Hornets,95,69
New York Knicks,Denver Nuggets,78,106
Minnesota Timberwolves,Los Angeles Clippers,76,89
Boston Celtics,Miami Heat,100,90
New Orleans Pelicans,Milwaukee Bucks,114,103
Golden State Warriors,Phoenix Suns,98,80
New Orleans Pelicans,Brooklyn Nets,111,91
Cleveland Cavaliers,Dallas Mavericks,127,94
Orlando Magic,Indiana Pacers,86,118
Detroit Pistons,Los Angeles Lakers,85,93
Toronto Raptors,San Antonio Spurs,107,117
New York Knicks,Utah Jazz,82,87
Memphis Grizzlies,Boston Celtics,92,95
Sacramento Kings,Charlotte Hornets,113,106
Atlanta Hawks,Denver Nuggets,102,115
Detroit Pistons,Golden State Warriors,98,105
Brooklyn Nets,Miami Heat,98,104
Orlando Magic,Milwaukee Bucks,91,97
Los Angeles Clippers,Oklahoma City Thunder,120,108
Chicago Bulls,Philadelphia 76ers,104,95
Minnesota Timberwolves,Phoenix Suns,97,106
Houston Rockets,Portland Trail Blazers,100,105
Milwaukee Bucks,Indiana Pacers,103,109
New York Knicks,Los Angeles Lakers,101,94
Cleveland Cavaliers,San Antonio Spurs,128,125
Houston Rockets,Utah Jazz,91,109
Memphis Grizzlies,Washington Wizards,87,107
Orlando Magic,Boston Celtics,88,95
Chicago Bulls,Charlotte Hornets,91,101
Los Angeles Clippers,Dallas Mavericks,99,129
Golden State Warriors,Denver Nuggets,103,114
Minnesota Timberwolves,Oklahoma City Thunder,99,113
Sacramento Kings,Philadelphia 76ers,107,114
Atlanta Hawks,Phoenix Suns,96,87
Detroit Pistons,Portland Trail Blazers,99,118
Miami Heat,Toronto Raptors,92,102
New York Knicks,Golden State Warriors,94,125
Boston Celtics,Indiana Pacers,93,89
Milwaukee Bucks,Memphis Grizzlies,83,96
Brooklyn Nets,Philadelphia 76ers,94,87
Detroit Pistons,Utah Jazz,85,88
Sacramento Kings,Washington Wizards,97,113
Houston Rockets,Los Angeles Clippers,100,98
Atlanta Hawks,Los Angeles Lakers,91,86
Denver Nuggets,New Orleans Pelicans,118,111
Chicago Bulls,Oklahoma City Thunder,100,109
Cleveland Cavaliers,Orlando Magic,123,108
New York Knicks,Phoenix Suns,89,102
Minnesota Timberwolves,San Antonio Spurs,97,123
Portland Trail Blazers,Toronto Raptors,113,97
Philadelphia 76ers,Boston Celtics,89,108
Oklahoma City Thunder,Dallas Mavericks,115,119
Los Angeles Lakers,Golden State Warriors,105,108
Toronto Raptors,Indiana Pacers,117,98
Denver Nuggets,Memphis Grizzlies,81,92
Cleveland Cavaliers,Miami Heat,92,106
Brooklyn Nets,Minnesota Timberwolves,122,106
Atlanta Hawks,Sacramento Kings,110,103
Charlotte Hornets,Utah Jazz,66,94
Portland Trail Blazers,Washington Wizards,97,105
Memphis Grizzlies,Detroit Pistons,95,105
Orlando Magic,Houston Rockets,94,107
Charlotte Hornets,Los Angeles Clippers,92,99
Milwaukee Bucks,New Orleans Pelicans,84,85
San Antonio Spurs,New York Knicks,100,104
Indiana Pacers,Chicago Bulls,86,103
Brooklyn Nets,Cleveland Cavaliers,92,117
Orlando Magic,Dallas Mavericks,102,107
Atlanta Hawks,Golden State Warriors,95,114
Portland Trail Blazers,Miami Heat,104,108
San Antonio Spurs,Milwaukee Bucks,114,103
Boston Celtics,Oklahoma City Thunder,118,122
Detroit Pistons,Philadelphia 76ers,83,94
Los Angeles Clippers,Sacramento Kings,116,105
Minnesota Timberwolves,Toronto Raptors,100,105
Washington Wizards,Utah Jazz,88,84
Denver Nuggets,Houston Rockets,108,118
Utah Jazz,Los Angeles Lakers,80,73
Minnesota Timberwolves,New York Knicks,95,92
New Orleans Pelicans,Phoenix Suns,72,74
Milwaukee Bucks,Brooklyn Nets,127,129
Toronto Raptors,Chicago Bulls,92,108
Indiana Pacers,Cleveland Cavaliers,92,95
Memphis Grizzlies,Dallas Mavericks,112,101
New Orleans Pelicans,Golden State Warriors,96,112
Washington Wizards,Los Angeles Clippers,99,113
Denver Nuggets,Miami Heat,91,108
Atlanta Hawks,Oklahoma City Thunder,115,123
Portland Trail Blazers,Orlando Magic,104,111
New York Knicks,Philadelphia 76ers,81,97
Charlotte Hornets,Sacramento Kings,91,101
Boston Celtics,San Antonio Spurs,89,101
Chicago Bulls,Detroit Pistons,91,107
Utah Jazz,Golden State Warriors,91,106
Phoenix Suns,Houston Rockets,117,102
Brooklyn Nets,Indiana Pacers,123,111
Portland Trail Blazers,Memphis Grizzlies,86,97
San Antonio Spurs,Atlanta Hawks,114,95
Detroit Pistons,Boston Celtics,105,97
New Orleans Pelicans,Los Angeles Clippers,100,107
Philadelphia 76ers,Los Angeles Lakers,87,101
Cleveland Cavaliers,Milwaukee Bucks,108,90
Charlotte Hornets,Minnesota Timberwolves,109,98
Miami Heat,Oklahoma City Thunder,75,93
Denver Nuggets,Orlando Magic,119,100
Dallas Mavericks,Phoenix Suns,92,98
Washington Wizards,Sacramento Kings,86,109
New York Knicks,Toronto Raptors,89,106
Boston Celtics,Brooklyn Nets,110,91
Charlotte Hornets,Chicago Bulls,86,98
Washington Wizards,Golden State Warriors,76,107
Houston Rockets,Indiana Pacers,110,100
Memphis Grizzlies,New York Knicks,103,82
Minnesota Timberwolves,Utah Jazz,106,104
San Antonio Spurs,Dallas Mavericks,94,101
Toronto Raptors,Detroit Pistons,104,108
Miami Heat,Milwaukee Bucks,88,89
Los Angeles Lakers,Oklahoma City Thunder,117,127
Golden State Warriors,Portland Trail Blazers,122,108
Philadelphia 76ers,Sacramento Kings,106,107
Miami Heat,Boston Celtics,93,86
Brooklyn Nets,Charlotte Hornets,91,88
Philadelphia 76ers,Denver Nuggets,99,85
Cleveland Cavaliers,Memphis Grizzlies,111,89
Los Angeles Lakers,Minnesota Timberwolves,101,99
Houston Rockets,New Orleans Pelicans,95,93
Los Angeles Clippers,New York Knicks,111,80
Atlanta Hawks,Orlando Magic,95,83
Sacramento Kings,Phoenix Suns,108,99
Oklahoma City Thunder,San Antonio Spurs,91,130
Chicago Bulls,Toronto Raptors,116,103
Portland Trail Blazers,Utah Jazz,92,89
Indiana Pacers,Washington Wizards,103,101
Indiana Pacers,Milwaukee Bucks,107,111
Miami Heat,Atlanta Hawks,86,99
Cleveland Cavaliers,Brooklyn Nets,98,106
Utah Jazz,Denver Nuggets,91,107
Minnesota Timberwolves,Houston Rockets,110,120
Golden State Warriors,Memphis Grizzlies,107,84
Sacramento Kings,New Orleans Pelicans,88,102
Boston Celtics,New York Knicks,96,92
Detroit Pistons,Orlando Magic,111,97
Los Angeles Clippers,Philadelphia 76ers,119,98
Portland Trail Blazers,Phoenix Suns,87,81
Dallas Mavericks,San Antonio Spurs,76,94
Los Angeles Lakers,Toronto Raptors,83,94
Charlotte Hornets,Washington Wizards,107,110
New York Knicks,Chicago Bulls,80,111
Atlanta Hawks,Charlotte Hornets,100,115
Golden State Warriors,Milwaukee Bucks,108,95
Denver Nuggets,Portland Trail Blazers,114,120
Oklahoma City Thunder,Utah Jazz,89,94
Los Angeles Clippers,Boston Celtics,119,106
Los Angeles Lakers,Brooklyn Nets,99,107
Philadelphia 76ers,Cleveland Cavaliers,86,87
Dallas Mavericks,Indiana Pacers,99,104
Detroit Pistons,Miami Heat,102,109
Minnesota Timberwolves,New Orleans Pelicans,88,110
Oklahoma City Thunder,Phoenix Suns,109,97
Memphis Grizzlies,San Antonio Spurs,89,103
Houston Rockets,Washington Wizards,99,91
Milwaukee Bucks,Atlanta Hawks,88,101
Boston Celtics,Charlotte Hornets,116,104
Sacramento Kings,Memphis Grizzlies,83,97
Utah Jazz,Minnesota Timberwolves,104,84
Los Angeles Lakers,Philadelphia 76ers,113,111
Phoenix Suns,Portland Trail Blazers,86,109
Houston Rockets,Toronto Raptors,96,99
Indiana Pacers,Brooklyn Nets,106,111
Atlanta Hawks,Detroit Pistons,95,105
Golden State Warriors,Los Angeles Clippers,110,106
San Antonio Spurs,Miami Heat,95,81
Indiana Pacers,Boston Celtics,87,100
Detroit Pistons,Charlotte Hornets,78,102
Sacramento Kings,Houston Rockets,111,115
New Orleans Pelicans,Los Angeles Lakers,113,92
Chicago Bulls,Milwaukee Bucks,91,95
Toronto Raptors,Minnesota Timberwolves,113,99
Brooklyn Nets,New York Knicks,100,98
Dallas Mavericks,Oklahoma City Thunder,135,131
San Antonio Spurs,Orlando Magic,103,91
Los Angeles Clippers,Portland Trail Blazers,126,122
Denver Nuggets,Utah Jazz,84,98
Philadelphia 76ers,Washington Wizards,93,106
Miami Heat,Cleveland Cavaliers,88,114
Houston Rockets,Dallas Mavericks,108,101
Phoenix Suns,Golden State Warriors,106,107
Milwaukee Bucks,Boston Celtics,110,101
Toronto Raptors,Brooklyn Nets,109,114
Detroit Pistons,Chicago Bulls,82,88
Charlotte Hornets,Indiana Pacers,74,93
Portland Trail Blazers,Los Angeles Lakers,107,77
Oklahoma City Thunder,Memphis Grizzlies,92,100
Orlando Magic,Minnesota Timberwolves,97,84
New Orleans Pelicans,Sacramento Kings,101,95
Denver Nuggets,San Antonio Spurs,93,123
New York Knicks,Washington Wizards,87,101
Brooklyn Nets,Atlanta Hawks,99,131
Philadelphia 76ers,Charlotte Hornets,91,92
Golden State Warriors,Dallas Mavericks,123,110
Los Angeles Clippers,Denver Nuggets,107,92
Miami Heat,Detroit Pistons,98,99
Washington Wizards,Memphis Grizzlies,92,83
Orlando Magic,Milwaukee Bucks,97,90
Utah Jazz,Phoenix Suns,85,87
New Orleans Pelicans,Portland Trail Blazers,90,99
Boston Celtics,Toronto Raptors,117,116
Chicago Bulls,Cleveland Cavaliers,94,99
Miami Heat,Indiana Pacers,89,112
Los Angeles Clippers,Los Angeles Lakers,106,78
Philadelphia 76ers,New York Knicks,91,101
Houston Rockets,Oklahoma City Thunder,115,112
Utah Jazz,Sacramento Kings,101,95
Golden State Warriors,San Antonio Spurs,92,107
Portland Trail Blazers,Brooklyn Nets,96,106
Phoenix Suns,Atlanta Hawks,69,96
Los Angeles Lakers,Los Angeles Clippers,100,105
Charlotte Hornets,Miami Heat,100,105
Golden State Warriors,New Orleans Pelicans,100,103
San Antonio Spurs,Oklahoma City Thunder,113,88
Minnesota Timberwolves,Sacramento Kings,111,116
Atlanta Hawks,Brooklyn Nets,114,111
Toronto Raptors,Charlotte Hornets,92,74
Phoenix Suns,Dallas Mavericks,104,107
Los Angeles Lakers,Denver Nuggets,101,119
Boston Celtics,Detroit Pistons,113,103
New Orleans Pelicans,Memphis Grizzlies,74,110
Cleveland Cavaliers,Milwaukee Bucks,104,99
Indiana Pacers,New York Knicks,102,86
Chicago Bulls,Orlando Magic,103,105
Washington Wizards,Philadelphia 76ers,119,90
Minnesota Timberwolves,Portland Trail Blazers,91,116
Houston Rockets,San Antonio Spurs,98,110
Sacramento Kings,Utah Jazz,91,103
Portland Trail Blazers,Golden State Warriors,105,116
Chicago Bulls,Miami Heat,89,78
Charlotte Hornets,Atlanta Hawks,80,104
Washington Wizards,Brooklyn Nets,80,117
Boston Celtics,Cleveland Cavaliers,99,90
Dallas Mavericks,Denver Nuggets,144,143
Indiana Pacers,Detroit Pistons,107,103
San Antonio Spurs,Houston Rockets,104,103
Minnesota Timberwolves,Los Angeles Lakers,98,106
Phoenix Suns,New Orleans Pelicans,75,90
Milwaukee Bucks,New York Knicks,99,91
Sacramento Kings,Oklahoma City Thunder,103,116
Toronto Raptors,Orlando Magic,101,99
Memphis Grizzlies,Utah Jazz,89,88
Philadelphia 76ers,Chicago Bulls,107,114
Minnesota Timberwolves,Golden State Warriors,101,110
Memphis Grizzlies,Los Angeles Clippers,86,94
Toronto Raptors,Miami Heat,107,104
New York Knicks,Orlando Magic,80,79
Utah Jazz,Portland Trail Blazers,111,105
Cleveland Cavaliers,Boston Celtics,78,117
Sacramento Kings,Denver Nuggets,111,122
Charlotte Hornets,Detroit Pistons,77,116
New Orleans Pelicans,Houston Rockets,114,121
Oklahoma City Thunder,Indiana Pacers,104,116
Dallas Mavericks,Los Angeles Lakers,120,106
Brooklyn Nets,Milwaukee Bucks,73,96
Phoenix Suns,San Antonio Spurs,91,107
Atlanta Hawks,Washington Wizards,99,108
New York Knicks,Atlanta Hawks,112,108
Chicago Bulls,Brooklyn Nets,113,86
Houston Rockets,Charlotte Hornets,100,90
Detroit Pistons,Cleveland Cavaliers,97,109
Memphis Grizzlies,Golden State Warriors,107,111
Denver Nuggets,Los Angeles Clippers,103,110
Orlando Magic,Miami Heat,93,100
New Orleans Pelicans,Minnesota Timberwolves,100,88
Portland Trail Blazers,Oklahoma City Thunder,90,101
Milwaukee Bucks,Philadelphia 76ers,107,97
Los Angeles Lakers,Sacramento Kings,92,102
Dallas Mavericks,Utah Jazz,92,109
Toronto Raptors,Boston Celtics,93,95
Washington Wizards,Indiana Pacers,95,99
Los Angeles Clippers,Phoenix Suns,112,101
Orlando Magic,Brooklyn Nets,88,101
Atlanta Hawks,Chicago Bulls,85,91
Washington Wizards,Cleveland Cavaliers,108,113
Portland Trail Blazers,Dallas Mavericks,98,114
Denver Nuggets,Golden State Warriors,126,133
Utah Jazz,Houston Rockets,91,117
Sacramento Kings,Los Angeles Lakers,122,99
Indiana Pacers,Memphis Grizzlies,83,95
Boston Celtics,Milwaukee Bucks,105,100
Oklahoma City Thunder,Minnesota Timberwolves,138,113
San Antonio Spurs,New Orleans Pelicans,103,108
Detroit Pistons,New York Knicks,112,90
Miami Heat,Philadelphia 76ers,105,101
Charlotte Hornets,Toronto Raptors,87,92